UserID,User,Comment Tokenize,Label
136,Lê Phong,quán chạy deal 40 1 hộp mĩx 3 món kiwi tươi k mềm táo giòn tươi cắt sạch_sẽ táo tặng 1 like nho den cắt đầu cắt đôi quán siêng bây 53k hộp k mắc kiwi di_sieu thi trăm k 1 giá khuyên chery quán chạy deal 40 nhá,Positive
137,Tài Taxi,trưa nắng oder 1 tê_tái_khuyến kích uống giải_khát combo tốn phí ship góp_ý,Neutral
138,Hoài Phương Trịnh,chẳng tối 2h30 hàng_quán k tử chối giao hi 1 phiếu hết_mình khách_hàng,Neutral
139,Gia Bảo Nguyễn,6 ly sỉro dầm trái_cây e công_ty b thik cơm dừa lam ly dâu cơm dừa siro đá không táo chấm 7 ly,Negative
140,Hoang Anh,c bầu thèm chua hộp xoài non bã ké thử mắm ruốc không shop mua chỗ ngon_vậy lẽ mắm ruốc khôn shop,Neutral
141,Emily0808,tối trái_cây tươi không trái cũ cắt gọt vỏ sạch_sẽ đóng_hộp vệ_sinh giá tinh 2 hop trai cay thap cam to 96k giá tốt y kien ca nhan nĩa nhựa thay gim shop,Neutral
142,Tuấn Kiệt,hộp sắn thử ngon,Positive
143,Châu,oder ngon trái_cây tươi shop 1 review nè,Positive
144,Storm Trần,quen quán mua 3 nhá sát công_ty 1 tuần ủng_hộ liên_tục xoài mận cảm_nhận xoài giòn chăm vs muoi ot ninh k chê gia deal 40 rat hop lý,Positive
145,Châu,đăt 1 trái_cây thập_cẩm tam 15 20p now giao an tượng ban đau hộp sạch_sẽ ve_sinh chat luong trai cay_ok se tiep tuc_ung_ho,Negative
146,Ngô Tú,oder thử hộp xoài giòn ko mềm hộp đẹp giá tiền món thử nhận_xét,Positive
147,Storm Trần,trái_cây ổn giảm_giá tương_đối_rẻ mít thơm dâu to chà_bá hôm shop dâu hy_vọng dâu to nhu_vầy muối tây_ninh muối nhieu,Positive
148,Sữa My,mít ngon_ngọt nho hôi xấu táo dòi dâu 1 chín thâm bầm hỏng cơm cháy ngon kiến,Negative
149,Ngọc Thảo,thử hộp thập_cẩm hôm_qua nhận_xét xét hình_thức mẫu_mã đẹp hợp vệ_sinh dân văn_phòng chất_lượng trái_cây tươi không mềm giá khuyến_mãi giới văn_phòng,Negative
150,Storm Trần,giao hàng đóng_hộp sach vệ_sinh ủng_hộ tiếp,Positive
151,Eatwtea 💋,ăn_ở đa_số đêu giảm_giá kênh giao hàng 10 20 bún thịt nướng thay_vì bánh_hỏi bún thịt nướng ngon bún ko ăn_khỏe ko vị nắm đồ món ổn nè,Positive
152,Nguyễn Thuý Bắc,quán chạy chương_trình khuyến_mãi baemin thử 1 giá gốc 40k 36k bánh_hỏi 7k áp mã 18k ship mới_đầu không bắt_mắt lắm nem bở bở thịt nướng mỏng chả ram còi còi ổn bánh_hỏi đầy_đủ rau_sống đồ chua nem nướng bánh_hỏi mềm mềm nhão nhão mắm tiệm ngon chả ram ngon thịt nướng ngon ok tiệm đóng_hộp sạch_sẽ kèm đũa hẳn 2 bịch mắm,Positive
153,Aki Yukiko,40k 38k đắt tầm 4 5 thịt nướng mỏng dánh khô_cứng bánh_ướt nguội khô tiền không,Negative
154,Trân Huỳnh,1 tô bún mắm 1 bún thịt nướng quán k chờ hối chủ quán cằn_nhằn giá mắc chất_lượng thất_vọng,Negative
155,Nhung123,đói bok quán hiện ap quán 1 đầy_đủ 40k giảm_giá 36k sơ_sài toping tí rau 36k mắc quán giảm_giá cắt bớt đồ con_gái thấm bún tí_xíu quán_tính 6k tưởng 6k quán lun rau ko quán rau bún miễn_phí ko,Neutral
156,Cao Tiến,nguyên tóc hứng,Neutral
157,Eatwtea 💋,dạo now freship order đồ bún thịt nướng thử bánh_hỏi cảm_giác ko ngon bún nè nước_mắm thịt nướng hơi khô cứng chả_giò ko đặc_sắc nem ngon giá bt 1 40k hơi mặt_bằng hôm order 10 36k tạm đc,Positive
158,Krahn Charles,absolutely love this place order at least once a wek the spring rols are amazing the pork sausage isn t the best but always solid however the vegetables are always clean and fresh and the flavor of everything is incredible they don t include that biter purple leaf that a lot of people don t_like,Positive
159,Ngan Nguyen,order bánh_hỏi thịt nướng đầy_đủ 40k 1 con_gái cảm_giác 3 nước_mắm ngon vừa_vặn thịt nướng 2 miếng nem nướng cắt 1 1 chả_giò 40k hơi đắt số_lượng hơi,Positive
160,Foodee_Unf9hbq5 Tuyen,bánh_hỏi thịt nướng đầy_đủ 40k nước_mắm k đặc_sắc thịt nướng khô nguội cứng k mềmrau 2 vợ_chồng rau_thơm giá đỗ k ngon,Positive
161,Thu Nguyễn,tình_cờ fd 40 thử 24k hộp bún thịt nướng đầy_đủ khẩu_vị đc nem nướng ngon ủng_hộ quán dài_dài,Positive
162,Thuỳ Dương,lướt fed code 40 thử fedback mn tốt bth ý_kiến trễ thịt nướng quán quên k nhận_xét thịt nướng đc nem nướng thơm thịt chả_giò giòn vị bth kh đặc_sắc lắm ord 1 bánh_hỏi 40k giảm_giá code quán thanh_toán airpay 24k giá tiền vừa_vặn thử,Positive
163,Duong Vo,thích món bún thịt nướng ngon bắt_mắt chả_giò giòn_tan kích_thích vị_giác lắm í nem thịt nướng nêm nếm ngon lắm í hộp đầy_đủ bình_thường order fody 40k ship trưa order nem nướng 30k thanh_toán airpay hộp no không ủng_hộ quán dài_dài chúc chủ xinh_đẹp đắt hàng,Positive
164,Thục Anh Nguyễn,bữa order bánh_hỏi thịt nướng thử hợp_khẩu_vị nha nước_mắm thịt không khô ủng_hộ quán lâu_dài,Neutral
165,Huệ Đào,đồ hợp_khẩu_vị ngon thịt nướng mềm thích nem nướng dịp dịp ngang,Positive
166,Trúc Mai,thèm bún thịt nướng order tren fody dịp đc giảm_giá dễ_tính ngon giá_cả hợp_lý dịp,Positive
167,Liên,chợ xong đói bụng ngang sạp bún banh thịt nướng định ko bếp nướng thịt ôi hấp_dẫn nem xoay tròn boc len mùi thơm nen kiềm không liền 1 tô nóng nem nướng ngon_ăn bánh_hỏi mềm kem rau giá nước_mắm god kêu đồng_bọn ủng_hộ quán dài_dài,Positive
168,NhiiNhii,trưa thèm bánh_hỏi thịt nướng thử hộp ănquả ngon hợp_khẩu_vị mìnhmột hộp chất_lượng nem thịt chả_giò nêm nếm ănđối món bánh_hỏi thịt nướng ngon ănói thích no_nê không cảm_giác ngán dài_dài,Positive
169,Foodee_Ge9b2e1s,trưa vivu đường_phố nguyễn hữu cầu đói pụng mỏi lưng tấp liền quán kiếm lấp bao_tử ô la bánh_hỏi bánh_hỏi quê quất nóng oa ngon ngon ngoái coi coi quán ghé dài_dài mí ah yến lan bún thịt nướng bánh_hỏi ưh yêu nha cưng p s tiếc món xử ko kịp chớp,Positive
170,Ngô Tú,minh thích món bún thịt nướng nem nướng ngon,Positive
171,Mai Thao Phung Thi,hộp bun giảm_giá mua thử thị hợp_khẩu_vị chat giá tiền ăn_đủ no,Neutral
172,Lee Dinh,không kỳ_vọng món xong hơi 40k 1 thịt nướng 2 chả_giò 3 nem nướng tí_xíu giá 40k hơi đau_lòng đồ không đặc_sắc thịt cứng khẩu_vị nước_mắm nem nướng may bánh_hỏi không cứng con_gái không order 2,Negative
173,Foodee_713cuare,ghiền món bánh_hỏi quán là_hơi xuất_sắc nha nem nướng vỉ thơm_lừng nước_mắm pha hơi ngon ghé quán thường_xuyên nha,Positive
174,Bổi,khu chợ hơi quán ngon giá súp cua bún mắm nè hủ_tiếu nam vang nè thử quầy bún thịt nướng thịt nướng quầy hấp_dẫn lắm thịt nướng xoay tròn vàng ươm chín_tới kèm bún nước_mắm cay cay tuyệt ghê_nè giá bình_dân chỗ mua đông món thích_hợp 3 bữa tiện đường ghé ủng_hộ nha,Positive
175,Phương Linh,đường hai trưng thử bún thịt nướng 1 tô lắm thịt nướng nem nướng chả_giò yếu ăn_không nổi bún thịt nướng nem nướng 30k chả_giò 5k 35k gỏi 6k ngon nha,Negative
176,Trucmai Võ,thử đặc_trưng quán đậm_đà món bánh_hỏi thịt nướng 3 chả_giò ngon gỏi ngon 2 ah chỗ kế bánh mù yến ti nha chợ tân_định giá_cả,Positive
177,Truc Vo Thuy Thanh,mùng 30 1 14 15 quán chay cơm chay hủ tíu mì hoành_thánh chay bún xào bì chay thích_hợp ăn_chay,Positive
178,Truc Vo Thuy Thanh,chục r h viết review quán mặt_tiền món ngon bánh_cuốn bánh_ướt bánh_tôm dòn rụm bún thị nướng bánh_hỏi thị nướng nem nướng đậm_đà ngon chả_giò nóng dòn gòi ghiền chủ quán vui_vẻ nhiệt_tình,Positive
179,Anh Nguyen,quán quán không xong 5 món,Negative
180,Foodee_Djv2lvss,1 cơm thịt luộc cà_pháo mắn tôm grap quán giao thịt luộc cơm không cà_pháo mắn tôm mong quán cẩn_trọng khâu giao món thanks,Negative
181,Nguyen Hanh,mua cơm cà_pháo mắm_tôm không mắm_tôm,Negative
182,Quỳnh Trang Nguyen,quán cơm 2 ghiền tiếng ngon đổi chủ cơm cứng nhão không cơm lã_chã nhai nhả ma mửa gớm miệng sườn ướp không thơm nước_mắm nhạt_thếch không mặn phát_ngán kẻ_cả thái_độ kêu tiền đứng không bắt đứng xếp_hàng tiền quầy máy giá_cả mắc cơm gớm 30k kêu 1 chả cá không cơm không đồ kèm 20k vệ_sinh dơ phát_hiện muỗi chết đĩa ói tiếc không đem điện_thoại chụp bằng_chứng kbg,Negative
183,Acoustic Huy,kêu cơm gà bonus them gà 5 tóc sườn trứng giao cơm sườn bảo quên cmnr,Neutral
184,Tống Bình,1 không mô_tả 2 thiếu_món 3 dở thức_ăn cũ không đồ làm_ăn buôn_bán không tâm dẹp_tiệm,Negative
185,Xuân Hương,trà sữa ngon,Positive
186,Xuân Hương,giao 1 ly toping,Neutral
187,Diem,công_ty order hoài mê chà_sữa bánh oreo cực béo chữ éo kéo_dài ngon bữa ghé mua mv nv dễ_thương oreo cân,Positive
188,Anan,đầu ún chất_lượng trà sữa quán trà sữa đậm vị 8 10 toping ngon,Positive
189,Tina Nguyễn,uống now 1 ly trà sữa thạch đầy_đủ không phô_mai tươi puding thạch phô_mai thạch sâm dứa thủy_tinh dưa lưới ly 20k hẳn ngon uống toping ngon bù trà sữa quán mở_rộng chạy ngang quán tối thui ghế vỉa_hè tốt mua,Positive
190,Hee Heo,ngon giá tange minh uong tu 2 đai học thạch mai ko co nhìu vị hôi nà,Positive
191,Kiều My Nguyễn Ngọc,uống quán công_ty order now mua quán order now quán quên trân_châu trắng order ghi toàn trân_châu đen thạch phô_mai ngon mua dặn dặn trân_châu trắng xin_lỗi sai bớt 5k sai tạm sai 5 bớt 5k mua hài_lòng thôi_vậy tạm không trà sữa ngon rẻ không kiên_nhẫn mua sai quán rút kinh_nghiệm order,Negative
192,Thư,mua 10 ly trà sữa dặn phô_mai tươi tiền ko quên ly 5 ko phô_mai quán làm_ăn tệ,Negative
193,Lê Lê Đoàn Phương Anh,thiên_hạ đồn hời 1 ly trà sữa thập_cẩm 15k ngon không quán toàn review ảo,Neutral
194,Nguyên Hy,khách_hàng quán quán thích thạch phomai quán dịp ngang ủng_hộ quán đông phục_vụ tệ ngừoi không trả_lời đỉnh_điểm dạo ghé mua 1 ly hôm quán 1 mua coa thể bớt không nv hok trả_lời nhướng chân_mày ngừoi câm thể_hiện thái_độ order không 1 ly thạch thập_cẩm cắm ống hút bào quyết_định kubin blacklist,Neutral
195,Kim Phan,sữa tưoi trân_châu đường đen ngon trân_châu mềm_dẻo quán trân_châu hoàng_kim nha size l 20k uống 1 hồi,Positive
196,Minhhuy,ghé quán mua hôm_nay đồng_nghiệp uống giao hàng giao đc fre ship a shiper vui_vẻ nhanh_nhẹn trà sữa ngon túi nhiệt,Positive
197,Hoang Trieu,giá 15k 1ly mak phomai tươi ngon trà sữa uống hok gắt chổ trân_châu dai dai ngon,Positive
198,Foodee_63d0f4c0,uống quán mua ok hôm_nay lười điện kêu quán ship 5ly đc fre ship fre ship làm_ăn 5ly size l ful thạch dc 4ly toàn bắp ko thạch ra_hồn 1ly trà sữa socola ko thạch 1 bắp ko làm_ăn lừa_đảo thất_vọng giao hàng kiểu lừa xong tiền chạy_vậy điện phản_ánh mo bắt máy,Negative
199,Anh Tuyền Ngô Trịnh,tối hôm_qua mai order trà sữa thạch chese cake đá xay quán hôm_nay ap lixi khuyến_mãi 1k 1ly lun quán trà sữa ngon thích trân_châu đen sương sáo quán,Positive
200,Anh Tuyền Ngô Trịnh,order ap lixi 1 chesecake đá xay 1 bluebery đá xay size l tổng_bil 28k giao 2 size m 2 món ngon đề_nghị quán cẩn_thận,Positive
201,Hậu Quách,thích uống trà sữa hôm_nay quyết thử hồng trà machiato hok thất_vọng lớp bọt kem béo béo hồng trà dịu vị trà tuyệt,Neutral
202,Nguyễn Tú,món đc tặng ghé mua 10k 1 ly ly 13k trà thơm xoài uống vs đá bào lạnh trưa nắng giải_nhiệt 1 ly ủng_hộ kubin,Positive
203,Hậu Quách,uống trà sữa phomai tươi quán hôm_nay quán xó khuyến_mại mua 2 ly đc tặng 1 ly trà_xoài dầm ngon tuyệt uống thơm xoài mái xoài dầm quán đá bào tuyệt ủng_hộ tiếp,Positive
204,Minh Đông Đỗ,uống sữa_tươi trân_châu đường đen trân_châu mềm dai vừa_phải vỏ caramel sữa thơm béo nhẹ uống ngon chút ngon giá 1 ly 20k món tiệm hơi đắt một_tẹo,Positive
205,Minh Đông Đỗ,trà sữa mua hoài hương_vị ngon giá_cả thạch đa_dạng lắm làm_việc thái_độ dễ_thương thân_thiện chủ_yếu toàn uống trà sữa hài_lòng món trà đào dầm quán hôm bữa mua uống nhạt không ngon giá uống ổn,Neutral
206,Minh Đông Đỗ,quán trà vòng xoay dân_chủ vòng xoay nguyễn phúc nguyên tầm 10m quán bảng_hiệu baner màu xanh mặt_bằng hẹp thích_hợp mua thân_thiện nhanh_nhẹn pha trà sữa đông chờ một_tẹo không lắm uống trà sữa ngót uống vị thích chocolate sốt hersey không thương_hiệu pha ngon chất_lượng trà sữa không beo_béo uống vừa_miệng thạch trân_châu bình_thường thạch phô_mai bánh flan mềm ngon giá_cả rẻ ly tầm 70ml 13k ly 50ml 10k thạch 5k uống hài_lòng,Positive
207,Khoa Trần,quán phomai ú nù ngon nhon ủng_hộ nhiệt_tình vui_vẻ trà sữa 10k ú nù 5k 15k,Positive
208,Lam,mua hồng trà trân_châu trắng quên châu trắng 18k trc e quên zay uống thích châu trắng k ngon đề_nghị quán sét quên nua,Positive
209,Phương,mua trà vãi thạch phomai trà sữa thạch phomai tổng 34k phát_hiện k phomai,Positive
210,Helianthus Nguyễn,review uống thửcảm giác phục_vụ ok thạch phong_phú toping nhiềuly 18k ú ful thạch okcó mùi_vị trà sữa không xuất sắcnhưng giá tiền chất_lượng tạm ổncó dịp thử món,Positive
211,Valessa Võ,hôm_qua uống thử 2 ly trà sữa ful thạch phô_mai tươi 50k ly tưởng mắc phô_mai tươi 5k 1 mắc zậy uống rẻ đùa phô_mai tươi nguyên bánh flan to phô_mai ful thạch tùm_lum thạch thủy_tinh rau_câu phô_mai tùm_lum trời nóigiờ ghiền chỗ xin_lỗi quán đầu suy_nghĩ ko tốt hihi,Positive
212,Tiên Tiên,hôm_nay 2 ly trà sữa thach thạch gấu 2 giao 2 ly trà sữa thoy 2 kêu không đề_nghị quán cẩn_thận,Negative
213,Chau Le,kubin trà sữa trà bọt kem đổi món trà đào dầm ngon kong đợi trà đào thơm đào dầm hút hòa quyện trà uống thích thích_hợp trưa nắng_nóng giá rẻ chất_lượng ok,Positive
214,Ngọc Châu Trương,công_trường dân_chủ quẹo npn 1 tí kiếm không_gian chủ_yếu take away nhiệt_tình giá_cả rẻ lắm sinh_viên ko anh_chị trà sữa q1 nè tạt mua trà sữa bình suốt order xong ảnh bảo tạm bình suốt cười ngu gào_thét ko cười bình suốt trà sữa thái xanh 15k order thạch phô_mai cafe 2 3k trà xanh 3viên 5k to beo_béo ngon giá tiền tổng_thiệt_hại 23k không_gian chủ_yếu mua viêm túi,Negative
215,Chau Le,order 2 ly trà sữa trân_châu thạch củ_năng trà ngon củ năng ngon hơi to hút ống hút ko muỗng hơi bất_tiện chạy xe uống ly 13k củ năng 5k tổng_cộng 18k giá túi_tiền,Positive
216,Minhhuy,hôm_nay lễ hok kế_hoạch xong dạo 1 vòng ghé kubin mua 1 ly trà sữa 10k tặng 1 bình trà sữa kubin chất_lượng trà sữa hok tuyệt lun ủng_hộ kubin,Positive
217,Minhhuy,fan trà sữa mak gò vấp thử trà sữa kubin hôm_nay công_việc ghé kubin hài_lòng hết_sức quán 2 tí_xíu phục_vụ nhiệt_tình xe dùm liền trà sữa tè le thạch_ly 18k từa lưa thạch củ năng vs phomai mak phomai 1 thui ngon 2 tổng 21k 1 ly trà sữa ngon no cơm trưa thái_độ oke dịp ủng_hộ tiếp,Positive
218,Khoa Trần,trà sữa ngon không ngon vị thích thạch phomai béo ngon giá hạt_dẻ ly 3k chất_lượng giá oke giao hàng 5 ly đc fre ship lun ủng_hộ,Positive
219,Chau Le,fan kubin trà sữa ngon giá rẻ dạo chất_lượng giảm_sút trà sữa pha nhạt chất_lượng không đôi order sản_phẩm phô_mai thạch giá đôi_khi order 1 hôm giá thất_vọng,Negative
220,Hạnh Trương,ghé uống ngon trà sữa thơm ngon thạch thạch phô_mai béo 1 ly đầy_đủ 15k đổi size bé chút_xíu không ngon ok liên_tục nêncó kia ổn mua đem uống không_gian quán hơi tương_đối vòng xoay dân_chủ,Positive
221,Thanh Nguyen,đầu ghé ủg hộ quán oder 1 nữ vs_vẻ mặt khó_chịu khôg thân_thiện cộg nc cọc lốcoder xog đợi cổ hối_thúc nhah chằm_chằm tươi nuốt sốg kháchquản lí thái_độ phục_vụ of quán,Negative
